Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12_MULTIPLE_CHOICE,Q17,Q18,Q20,Q22,Q23,Q24,Q25,Q26,Q32,Q37,Q40,Q43,Q46,Q48
Male,6,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Physics or astronomy,Software Engineer,Academics/Education,15-20,130573,We use ML methods for generating insights (but do not put working models into production),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Javascript/Typescript,Python,TensorFlow,Seaborn,3,2,2,1,Time Series Data,Coursera,Independent projects are much more important than academic achievements,0-10,10-20,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,6,India,Professional degree,Physics or astronomy,Consultant,Manufacturing/Fabrication,10-15,13249,I do not know,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",C#/.NET,Python,Scikit-Learn,Other,3,5,2,2,Categorical Data,Other,Independent projects are much more important than academic achievements,0,0-10,I am confident that I can explain the outputs of most if not all ML models
Male,1,India,Master’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,0-1,9208,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Other,3,2,2,0,Other,Other,Independent projects are slightly more important than academic achievements,20-30,20-30,I do not know; I have no opinion on the matter
Female,2,India,Master’s degree,Physics or astronomy,Data Scientist,Marketing/CRM,0-1,18086,"We recently started using ML methods (i.e., models in production for less than 2 years)","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Python,Python,Scikit-Learn,Seaborn,3,3,3,5,Text Data,Udemy,Independent projects are slightly more important than academic achievements,0,0-10,I am confident that I can understand and explain the outputs of many but not all ML models
Male,4,United States of America,Doctoral degree,Mathematics or statistics,Data Scientist,Insurance/Risk Assessment,2-3,62309,"We have well established ML methods (i.e., models in production for more than 2 years)","Advanced statistical software (SPSS, SAS, etc.)",R,R,Caret,ggplot2,2,3,4,4,Text Data,Other,Independent projects are much more important than academic achievements,20-30,30-40,"Yes, most ML models are ""black boxes"""
Male,0,China,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Computers/Technology,0-1,74872,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",C/C++,Java,Other,Other,2,4,2,2,Other,Other,Independent projects are equally important as academic achievements,Other,20-30,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,6,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Online Service/Internet-based Services,15-20,16650,No (we do not use ML methods),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,R,Xgboost,ggplot2,1,3,3,4,Tabular Data,DataQuest,Independent projects are much more important than academic achievements,10-20,40-50,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,1,China,Master’s degree,"Information technology, networking, or system administration",Student,I am a student,1-2,7229,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,TensorFlow,Other,5,2,2,5,Other,Other,Independent projects are slightly more important than academic achievements,20-30,20-30,"Yes, most ML models are ""black boxes"""
Male,0,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0-1,4657,I do not know,Other,Python,MATLAB,Scikit-Learn,Matplotlib,1,3,3,2,Tabular Data,Coursera,Independent projects are much more important than academic achievements,0,0-10,I am confident that I can understand and explain the outputs of many but not all ML models
Female,2,China,Bachelor’s degree,"Information technology, networking, or system administration",Software Engineer,Computers/Technology,4-5,24721,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,TensorFlow,Matplotlib,4,4,3,2,Text Data,Udacity,Independent projects are much more important than academic achievements,60-70,30-40,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Female,7,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Computer science (software engineering, etc.)",Other,Academics/Education,10-15,57250,No (we do not use ML methods),Other,Python,Python,Scikit-Learn,Matplotlib,1,5,4,4,Text Data,Other,Independent projects are much more important than academic achievements,10-20,90-100,I am confident that I can understand and explain the outputs of many but not all ML models
Male,0,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0-1,9147,I do not know,"Advanced statistical software (SPSS, SAS, etc.)",C/C++,Python,Scikit-Learn,Matplotlib,3,3,3,5,Other,Other,Independent projects are equally important as academic achievements,30-40,40-50,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,1,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Energy/Mining,2-3,431605,No (we do not use ML methods),"Local or hosted development environments (RStudio, JupyterLab, etc.)",SQL,Python,Other,Matplotlib,3,2,2,5,Tabular Data,Other,Independent projects are slightly more important than academic achievements,Other,Other,Other
Prefer not to say,2,China,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,2-3,19885,No (we do not use ML methods),Other,Java,SQL,PyTorch,Other,3,1,1,0,Other,Other,Independent projects are equally important as academic achievements,Other,Other,Other
Male,2,India,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,1-2,91532,No (we do not use ML methods),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Seaborn,4,3,2,5,Image Data,Other,Independent projects are slightly more important than academic achievements,10-20,20-30,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,6,Russia,Professional degree,Engineering (non-computer focused),Chief Officer,Computers/Technology,2-3,83833,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Keras,Matplotlib,2,4,4,2,Numerical Data,Other,Independent projects are slightly more important than academic achievements,0-10,0-10,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,Germany,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Online Business/Internet-based Sales,1-2,72104,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,PyTorch,Matplotlib,3,3,4,5,Other,Other,Independent projects are equally important as academic achievements,0-10,0-10,"Yes, most ML models are ""black boxes"""
Male,3,India,Doctoral degree,Engineering (non-computer focused),DBA/Database Engineer,Computers/Technology,10-15,28835,No (we do not use ML methods),"Local or hosted development environments (RStudio, JupyterLab, etc.)",SQL,Python,Scikit-Learn,Seaborn,1,3,3,4,Tabular Data,Other,Independent projects are much more important than academic achievements,10-20,0-10,I am confident that I can explain the outputs of most if not all ML models
Female,3,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Research Scientist,Academics/Education,1-2,48801,We use ML methods for generating insights (but do not put working models into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",R,R,Caret,ggplot2,2,5,2,0,Numerical Data,Other,Independent projects are equally important as academic achievements,40-50,20-30,I do not know; I have no opinion on the matter
Male,1,India,Professional degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0-1,17355,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Matplotlib,3,2,2,5,Numerical Data,Other,Independent projects are much more important than academic achievements,70-80,70-80,I am confident that I can understand and explain the outputs of many but not all ML models
Male,0,India,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,3-4,5863,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",C/C++,Python,Other,Other,1,2,2,2,Numerical Data,edX,Independent projects are equally important as academic achievements,0,20-30,"Yes, most ML models are ""black boxes"""
